HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.age,Answer.assess,Answer.comments,Answer.education,Answer.enjoyment,Answer.fairprice,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.gender,Answer.listenerChoice,Answer.listenerSceneConfigs,Answer.listenerTurnOrder,Answer.litChoice1,Answer.litChoice2,Answer.litChoice3,Answer.litChoice4,Answer.litChoice5,Answer.litChoice6,Answer.litChoice7,Answer.litChoice8,Answer.nativeEnglish,Answer.othernativelanguage,Answer.problems,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3S37Y8CWI8D8SAS66U7YR1460YGW44,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3FQ5JJ512M16626OPN8TRJCVX8HKNA,v0irqhfgsk,Approved,Wed Oct 25 08:04:06 PDT 2017,Wed Oct 25 08:38:04 PDT 2017,Wed Oct 25 09:38:04 PDT 2017,2017-10-25 16:38:28 UTC,,,2038,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,29,Yes,{},3,0,Yes,{},square with dots,triangle,triangle,partial circle,arrow,cube,cube with less water,square,triangle,crooked line,cube,partial triangle,cube,longer line,line,triangle,square,wider oval,oval,larger spiral object,spiral,arrow,bent line with no arrowhead,line,longer line (no arrowhead),arrow,square,triangle,oval,oval,spiral,cylinder,fatter line,arrow,line,square,triangle,square,arrow,triangle,sun,Female,,BACD;BCDA;CABD;ACDB;ADCB;ADBC;CADB;DCBA,3;2;5;8;7;4;6;1,1,1,1,1,1,1,1,1,yes,{},No,1;2;1;2;2;2;2;2;2;1;2;1;2;1;1;2;2;1;2;2;1;1;2;2;1;2;1;1;2;1;1;2;2;2;2;1;2;1;1;1,CABD;BCAD;ACBD;BADC;DBCA;CBAD;DBCA;DACB;ABDC;CDBA;ABDC;BCAD;ACBD;BDAC;BCDA;CDBA;BCDA;CDBA;ABCD;BDAC;CBAD;DBAC;BDCA;ADCB;CADB;ABCD;BCDA;CADB;CDAB;BCDA;ADBC;BCDA;ADBC;CDBA;ACBD;DACB;DABC;ABCD;CBDA;CBDA,15930;5232;12078;3769;4055;8497;6756;3789;8133;3016;11425;3501;4749;3739;3946;4373;3443;19643;5282;4362;5165;3007;12701;3354;3769;3008;2620;3196;8666;8476;3027;3264;2958;3185;7569;4035;3303;3611;4018;3113,sun,30;9;25;6;7;2;18;20;15;36;27;5;39;33;34;8;4;3;37;10;38;40;31;16;13;26;14;17;1;12;32;28;22;29;21;23;24;35;11;19,0,,
3S37Y8CWI8D8SAS66U7YR1460YGW44,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3HL8HNGX46EA1EAGN2YRT5P6KNJ9FY,ojegbbzudp,Approved,Wed Oct 25 08:01:40 PDT 2017,Wed Oct 25 08:25:39 PDT 2017,Wed Oct 25 09:25:39 PDT 2017,2017-10-25 16:26:28 UTC,,,1439,100% (2/2),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,54,Yes,it was fun!,3,1,2,{},circle,square,circle with one dot,square,line that is slightly curved,box,cylinder,square,circle with small break,arrow,box,half circle,cylinder,arrow,arrow,triangle,square,large oval,rectangle,large tornado,tornado,thickest arrow,bent arrow,line,long straight line,line,large triangle,triangle,largest rectangle,oval,tornado,cylinder,arrow,curved arrow,straight line,square,square,square,arrow,dotted square,sun,Female,,BADC;BDAC;ACDB;BACD;ACDB;DACB;BACD;CDAB,1;5;4;2;7;6;8;3,1,1,1,1,1,1,1,1,yes,{},no,2;1;2;2;2;1;2;2;1;2;1;2;1;1;2;2;1;2;2;1;2;2;2;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;2;1,BADC;CDBA;BADC;ACDB;ADCB;ADCB;CABD;DABC;CBAD;BDCA;DACB;CABD;DABC;ACBD;DBAC;DABC;CBDA;ACBD;DABC;CADB;CADB;ABDC;DCBA;BADC;CDAB;CBAD;CADB;DCBA;DCAB;BCDA;CDAB;DCBA;CBAD;BDCA;DBAC;ABDC;ADBC;DBAC;DBAC;BCAD,25699;8644;6204;8925;7700;10719;7067;5695;6712;9049;10863;5236;7686;4844;7515;8166;11597;3058;6020;5001;3040;4781;8740;4909;3197;3703;2813;5537;2821;2906;2672;5073;2286;4269;4189;4551;5356;2486;3568;4427,sun,24;36;34;18;14;12;9;7;40;31;17;5;11;16;29;3;13;21;27;33;30;28;35;37;6;38;19;4;22;10;23;2;39;25;26;15;1;8;20;32,0,,
302U8RURJZEHZT27YPHY48RSK69NVG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3AMYWKA6YCZHP8LBOYE5WP7IMN26O6,nkm7sts1rx,Approved,Wed Oct 25 08:00:59 PDT 2017,Wed Oct 25 08:36:26 PDT 2017,Wed Oct 25 09:36:26 PDT 2017,2017-10-25 16:36:29 UTC,,,2127,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,21,Yes,This was a really good hit!,3,1,2,{},5 dotted square,triangle,1 dotted circle,circle,arrow,cube,cylinder,square,triangle,arrow,cube,3/4 circle,cube,arrow,arrow,triangle,square,large oval,oval,large tornado,tornado,thick line,arrow,arrow,arrow,line,square,triangle,oval,oval,tornado,cylinder,thick arrow,curved arrow,line,dotted circle,triangle,5 dotted triangle,curved arrow,triangle,sun,Male,,BACD;CBDA;DCBA;BACD;DABC;CADB;BACD;ACBD,6;8;4;1;2;7;3;5,1,1,1,1,1,1,1,1,yes,{},No problems,1;1;2;2;1;2;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2;1;2;1;2;1,CBDA;CADB;DABC;BCAD;ADBC;DBCA;ADCB;CBDA;BADC;ADBC;BCDA;ACDB;BDCA;ACBD;ADCB;ACDB;DABC;BADC;BDCA;BDCA;ABDC;BADC;BACD;ACBD;ADBC;BCDA;ADBC;CBDA;CBDA;BADC;DCAB;BCDA;BACD;DABC;DBAC;ACBD;CADB;CBAD;BCDA;DCBA,8565;6958;8517;5490;3119;20148;5298;5166;4964;2586;2244;8784;2740;2310;1742;2970;7862;3386;3502;9322;3814;5176;1624;3506;3378;3298;3886;4378;2181;3205;10780;6330;2132;2086;1914;2158;2020;6056;4700;3806,sun,15;29;6;26;20;1;40;28;38;16;23;4;36;30;18;14;7;17;24;11;8;5;13;19;9;31;27;39;22;3;2;12;10;34;35;37;32;25;33;21,0,,
302U8RURJZEHZT27YPHY48RSK69NVG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3L4PIM1GQUTM55NXM9Q19BWGWKERYZ,1qovlga80q,Approved,Wed Oct 25 08:01:02 PDT 2017,Wed Oct 25 08:09:23 PDT 2017,Wed Oct 25 09:09:23 PDT 2017,2017-10-25 16:09:28 UTC,,,501,100% (3/3),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,23,Yes,{},3,1,2,{},square with 5 dots,square,circle with 1 dot,circle,slightly curved line,cylinder,mostly empty cube,triangle,triangle,arrow,mostly full cylinder,semi circle,cube,arrow,arrow,bigger square,square,wider oval,oval,longer ribbon,ribbon,arrow,arrow,line without the arrow,arrow,line without the arrow,taller triangle,square,oval,oval,tornado,ribbon,arrow,arrow,line with no arrow,square,triangle,triangle with dots,line with no arrow,triangle,sun,Female,,ADBC;BCAD;DABC;BDCA;BCDA;CABD;DABC;CBDA,7;8;5;2;4;3;1;6,1,1,1,1,1,1,1,1,yes,{},No,1;1;2;2;2;2;1;1;2;2;1;1;1;2;1;1;2;2;1;2;2;2;1;2;1;2;1;1;2;1;2;1;1;1;2;1;2;2;2;1,CBAD;ADCB;CDAB;CABD;DBCA;ABDC;BCAD;DCBA;ACBD;DCBA;ADCB;ACBD;DCBA;DCAB;BDCA;DBAC;BACD;ACBD;CABD;ADCB;DABC;DBCA;DABC;ABDC;CABD;ACBD;ABDC;BADC;BACD;BADC;BACD;CADB;CADB;BCAD;CBDA;ABDC;BADC;CDBA;BCAD;ACBD,17689;5424;9572;3904;8032;4143;3858;4742;5759;4142;4208;3104;6942;3361;4111;4240;4360;10343;5984;4953;18999;5928;6719;6528;3567;6448;3342;9449;4255;5617;7919;15792;3200;7025;3327;3455;6607;4969;3423;3991,sun,32;12;15;34;33;9;16;17;7;29;4;21;30;18;5;10;6;25;14;2;11;40;1;38;39;37;24;13;26;8;28;35;31;19;20;36;27;23;3;22,0,,
302U8RURJZEHZT27YPHY48RSK69NVG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3SLE99ER0OQZUOGDMY6UN30EKSGBZY,e3z4bjugnj,Approved,Wed Oct 25 08:01:06 PDT 2017,Wed Oct 25 08:08:58 PDT 2017,Wed Oct 25 09:08:58 PDT 2017,2017-10-25 16:09:28 UTC,,,472,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,32,Yes,{},1,1,yes,{},circle lego,square,triangle,square,stright line with no arrow,cube,cylinder,triangle,triangle,crooked line,cube,almost circle,cylinder,long straight line with no arrow,line with no arrow,big square,square,bigger oval,oval,cylinder,small cylinder,thick line with no arrow,arrow,straight line with no arrow,long line with no arrow,line with no arrow,big triangle,triangle,thick rectangle,rectangle,tornado,swirl,arrow,curved arrow,arrow,spotted circle,square,triangle lego,curved line with no arrow,triangle,sun,Female,,BCAD;BCAD;BACD;CADB;CBDA;CBAD;ADCB;DACB,5;6;8;2;7;1;4;3,1,1,1,1,1,1,1,1,yes,{},no,2;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;1;1;1;1;2;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2,BACD;ADCB;DBCA;CADB;ABDC;DABC;DACB;BCAD;BADC;ACDB;CBAD;BADC;BACD;BCDA;BACD;ADBC;DBAC;CABD;CADB;BDCA;CBDA;ADBC;CDBA;DABC;DCAB;DABC;DBAC;DBCA;CADB;ADBC;DCBA;DABC;DCBA;BADC;BCAD;CDAB;ADBC;DBAC;CDAB;BCDA,34338;8650;6837;11505;6191;8665;8047;16128;12042;5717;4264;4736;7088;5929;9295;15168;12640;4600;8979;7512;8989;6360;4219;5741;7281;8744;5387;4637;4480;6024;7736;7176;3872;12819;7244;10120;3808;12256;5240;4936,sun,13;18;17;21;10;23;9;25;31;37;39;3;38;16;1;8;30;26;29;20;6;5;40;27;36;32;34;12;24;4;2;7;14;28;33;35;19;22;15;11,0,,
302U8RURJZEHZT27YPHY48RSK69NVG,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3ZPPDN2SLW9IV0AKSRELBN468M49EG,tf9ya0e294,Approved,Wed Oct 25 08:01:02 PDT 2017,Wed Oct 25 08:16:16 PDT 2017,Wed Oct 25 09:16:16 PDT 2017,2017-10-25 16:16:28 UTC,,,914,100% (3/3),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,29,Yes,This was pretty fun,3,1,"Yes - great pay, thank you!",{},circle,triangle,circle with one dot,circle,straighter line,cube,emptier box,square,triangle,line,fuller cylinder,semi-circle,cylinder,arrow,arrow,larger square,square,fuller oval,rectangle,cylinder,cylinder,thinker line,arrow,line,arrow,line,square,square,thicker rectangle,tall thin rectangle,tall cylinder,cylinder,thicker line,curved line,arrow,dotted circle,triangle,dotted triangle,curved line,triangle,sun,Female,,DCAB;ACDB;ACBD;DACB;ABCD;ACBD;ACBD;DBCA,1;6;2;8;3;5;4;7,1,1,1,1,1,1,1,1,yes,{},no issues,2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;1;1;2;2;1;1;2;1;2;1;1;2;1;1;1;2,BCAD;BACD;DBCA;ADCB;DCAB;BACD;ACBD;DACB;DCAB;BCDA;DCBA;DCAB;DCAB;BDCA;CBDA;DBCA;DABC;ADBC;BACD;DCAB;DCAB;CBAD;DCBA;BACD;CBDA;CDBA;CABD;ABCD;CBDA;BCDA;BCAD;BDCA;ACDB;ACDB;ADBC;CBDA;DACB;ADCB;CDBA;ABCD,20414;5702;11837;3033;5827;11525;3744;5202;1784;2230;2105;3091;3703;6406;2838;4331;2732;3161;2372;7758;2401;5794;3076;4380;2776;3345;6314;2190;2374;6311;20212;2176;1558;3810;5128;2752;2440;3351;4232;3048,sun,1;21;23;12;19;36;10;39;22;32;31;6;37;15;18;4;27;8;38;13;17;25;29;3;26;20;35;34;9;7;11;16;30;24;2;28;40;5;33;14,0,,
3M93N4X8HK05OBUIPWK10EQ4CIAJS3,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3IAS3U3I0GT9ODD1XRXG0SQ7ZJH2BH,kl4cx4wuto,Approved,Wed Oct 25 08:00:56 PDT 2017,Wed Oct 25 08:10:22 PDT 2017,Wed Oct 25 09:10:22 PDT 2017,2017-10-25 16:10:28 UTC,,,566,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,32,Yes,{},2,0,YES,{},circle,triangle,triangle,circle,arrow,cube,almost empty cube,triangle,triangle,arrow,filled cylinder,broken triangle,cylinder,arrow,arrow,large square,triangle,rectangle,rectangle,large curvy line,curvy line,thick line,angle with an arrow,line,long line,line,big triangle,square,oval,thick line,large cylinder,cylinder,line with a arrow,curved line,arrow,square,square,triangle with dots,arrow,triangle,sun,Male,,BDCA;ACBD;CADB;CBDA;ADBC;BDCA;ABCD;CDAB,6;8;4;5;1;2;3;7,1,1,1,1,1,1,1,1,yes,{},no,2;2;2;1;2;1;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2,DCBA;DABC;ABCD;CADB;BDAC;ADCB;DCAB;DBCA;CBDA;DCBA;DCAB;BDAC;ADCB;CDBA;DBAC;BDCA;DCBA;BDAC;ADBC;CABD;CBAD;CABD;CDBA;DCBA;CDBA;ADCB;DCAB;DBAC;CDAB;ABCD;DABC;ACBD;CABD;CABD;ACDB;DABC;DABC;BDAC;CDAB;ACBD,35860;20039;16797;6916;9130;12805;8337;11204;12380;9473;14560;7953;5626;4683;6914;3457;6458;11901;8207;4163;3119;9046;3343;7570;4864;14953;8733;3305;15206;7362;13235;3975;4239;9554;4019;13447;12695;4970;9190;3548,sun,28;31;33;35;10;38;16;29;15;36;3;39;22;24;17;13;12;4;26;32;18;2;40;37;14;7;20;34;27;23;25;5;1;9;21;19;11;30;8;6,0,,
3M93N4X8HK05OBUIPWK10EQ4CIAJS3,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3OWEPKL08APIBNZ46TJKNE79ROIN78,qnn4ymuwna,Approved,Wed Oct 25 08:09:43 PDT 2017,Wed Oct 25 08:16:25 PDT 2017,Wed Oct 25 09:16:25 PDT 2017,2017-10-25 16:16:29 UTC,,,402,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,37,Yes,{},3,1,2,{},circle,square,triangle,square,arrow,cylinder,cylinder,triangle,circle,arrow,cube,partial triangle,cube,arrow,lie,triangle,square,rectangle,oval,large swirl,swirl,thicker line,arrow,arrow,longer line,arrow,large triangle,square,oval,rectangle,swirl,round object,arrow,arrow,line,square,triangle,lego like triangle,curved line,triangle,sun,Female,,CDBA;DABC;DABC;DCBA;CBDA;DACB;BACD;CBDA,3;1;8;5;4;7;6;2,1,1,1,1,1,1,1,1,yes,{},no,2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;2;2;2;1;2;1,DBAC;DCAB;DABC;ADBC;DCAB;BADC;BCDA;BCDA;DCBA;DABC;ADCB;ADBC;DABC;BCDA;ABDC;CDAB;ABDC;CBAD;DCBA;ADCB;ACBD;CBDA;CDAB;BDAC;DCAB;CABD;CBDA;DABC;DACB;ADCB;DBCA;DBCA;ACDB;ADCB;BCAD;ACDB;BACD;DACB;ADBC;ADBC,18058;11546;9160;5738;7527;12520;15652;6499;11189;3100;3802;3501;5098;2819;2080;2451;3050;11640;11120;5582;2417;2772;3790;3532;2335;2765;3539;2130;3539;4109;5979;8483;4917;2191;4432;8922;6894;5325;7668;2959,sun,4;14;16;32;5;8;27;23;17;21;10;18;25;24;13;35;12;7;28;36;20;22;40;3;39;30;6;26;9;11;33;15;37;19;34;2;38;31;29;1,0,,
3M93N4X8HK05OBUIPWK10EQ4CIAJS3,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3P1L2B7AD22Z8TOIB2K7L8PFCIRLOT,stt5by8yk9,Approved,Wed Oct 25 08:05:20 PDT 2017,Wed Oct 25 08:21:09 PDT 2017,Wed Oct 25 09:21:09 PDT 2017,2017-10-25 16:21:28 UTC,,,949,100% (7/7),100% (3/3),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,56,Yes,no,3,1,yes,{},circle,triangle,circle with one circle in it,square,line,cylinder,box with little water,rectangle,almost closed circle,arrow with triangle,box,open circle,box,arrow with triangle,rectsnhlr,large rectangle,triangle,rectangle,rectangle,four sqiggly,sqiggly,arrow with triangle,L shape without arrow,rectangle,arrow with triangle,arrow with triangle,square,triangle,circle,oval,tall cylinder,one sqiggly,arrow,arrow with triangle,rectangle,square,triangle,triangle with circle,arrow,triangle,sun,Female,,CDBA;BCAD;CBAD;ADCB;BCAD;BCAD;BACD;DCAB,7;6;1;3;8;5;2;4,1,1,1,1,1,1,1,1,yes,{},no,2;1;1;2;2;2;1;2;2;1;1;2;1;2;1;2;1;2;2;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2;1;1;2;2;1,BACD;CBDA;DBAC;DBAC;DACB;ABDC;ABDC;DCBA;BDCA;CBAD;ABDC;DACB;DBAC;BDCA;BACD;BCDA;CBDA;DCBA;BADC;ACBD;CADB;BADC;ACBD;ADBC;CBAD;CBDA;BDCA;BADC;CABD;DCBA;BDAC;CDAB;BDAC;CADB;CBDA;DCAB;DBCA;DBAC;ADCB;DACB,35847;12499;9938;48997;27822;13065;8956;14350;8713;12813;17538;10678;26045;9512;30833;8861;9991;40628;13343;8981;11692;8494;10080;8932;11226;10184;11941;21395;9432;16678;55330;16221;58371;25035;12016;15555;8586;8514;12095;10646,sun,12;40;34;15;4;37;22;19;20;10;29;21;11;16;3;14;25;27;30;39;5;6;1;8;38;18;7;23;28;13;26;2;9;17;24;33;36;35;31;32,0,,
3M93N4X8HK05OBUIPWK10EQ4CIAJS3,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3Z4XG4ZF494RNVIRI4YZZGU24M1X8S,kgzjkx5uom,Approved,Wed Oct 25 08:45:16 PDT 2017,Wed Oct 25 09:02:45 PDT 2017,Wed Oct 25 10:02:45 PDT 2017,2017-10-25 17:03:28 UTC,,,1049,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,24,Yes,{},2,1,Yes,{},circle,square,square,circle,cookie,cylinder,cylinder,twister,triangle,cylinder,square,cloud,cloud,sun,star,wave,triangle,square,star,cylinder,sun,arrow,cloud,star,cloud,arrow,square,triangle,circle,sun,twister,cloud,star,triangle,arrow,triangle,circle,square,triangle,line,sun,Male,,DBCA;BADC;CADB;ABDC;BCAD;CDBA;ADBC;CDBA,2;8;4;5;3;1;6;7,1,1,1,1,1,1,1,1,yes,{},No,1;2;1;1;2;1;2;1;2;1;1;2;2;2;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;1;2;2;1,CBAD;ADBC;BCAD;DABC;DBAC;CABD;BCDA;DBCA;DCAB;CDAB;BDAC;ACDB;BDAC;CDBA;CBDA;DCBA;BACD;BCDA;DCAB;DBCA;CBAD;ACDB;DCAB;DCAB;ACDB;DCAB;DCBA;CABD;DCAB;CBAD;DABC;DBAC;BCAD;DCBA;DBAC;ABDC;ACDB;DBCA;BADC;DACB,9639;7182;4143;4145;5121;5888;9050;4063;4933;3452;3409;9923;2048;5359;4771;3755;10501;3898;3398;4192;6329;5705;4227;6708;2112;1827;2745;3972;3704;1500;9842;3232;4752;2256;2184;1660;2383;5423;3875;5880,sun,37;3;20;9;32;13;8;29;35;21;31;39;26;11;7;10;17;2;16;40;18;15;5;14;4;6;12;19;27;22;25;38;34;30;28;36;33;23;24;1,0,,
3TCFMTM8HE15OVXG5SZP5WHEK7C12F,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:55 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:55 PDT 2017,,,3LOTDFNYA8CLDANOGD8J7PXHIO4FWU,ym6j30yh79,Approved,Wed Oct 25 08:03:37 PDT 2017,Wed Oct 25 08:24:57 PDT 2017,Wed Oct 25 09:24:57 PDT 2017,2017-10-25 16:25:28 UTC,,,1280,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,35,Yes,Thank you!,1,1,2,{},circle,square,circle with single dot,circle,arrow,cylinder,mostly empty cube,triangle,full circle,arrow,cube,U,cylinder,arrow,arrow,bigger square,triangle,rectangle,oval,tornado,cylinder,thicker line,arrow,straight line,longer line,arrow,bigger triangle,square,oval,bar,tornado,cylinder,thick line,curved line,arrow,square,triangle,square,arrow,square,sun,Male,,DACB;BACD;BACD;DBAC;ACBD;CABD;DBCA;ABCD,4;1;6;2;8;5;3;7,1,1,1,1,1,1,1,1,yes,{},None.,2;1;2;1;2;2;2;2;1;2;1;1;2;2;1;1;1;2;2;1;2;2;1;1;2;2;1;2;1;1;1;2;1;1;2;2;2;1;1;2,BADC;ABDC;ADCB;BDAC;BCAD;DBCA;CADB;BADC;BDAC;ACBD;CABD;CBAD;BACD;ABCD;DBCA;DBCA;ABCD;ABCD;CBDA;BDCA;BACD;CBDA;BACD;ACBD;ABCD;DCAB;CBAD;BDAC;BDCA;BACD;DBAC;BCAD;CABD;DABC;CDAB;BDCA;BACD;CADB;CBAD;CBDA,22789;5246;6220;4918;4742;3911;5144;10344;4404;3385;3811;4129;3718;7179;4091;3761;7087;4362;3271;3916;2207;12828;20946;14614;6700;1762;8399;3170;2610;4386;5627;5422;3736;2616;5907;4362;2690;3763;2265;5561,sun,28;2;8;5;24;32;37;39;19;18;7;22;6;1;12;16;20;9;3;13;21;30;4;11;15;40;36;27;34;35;31;23;33;14;29;25;10;38;26;17,0,,
