HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.comment,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3I4E7AFQ2KC63B7XEWPRAJMQ97SJT3,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3AWETUDC9359HWUJS8YB9Q4RTIPIZH,emvm5nwcsl,Approved,Fri Feb 10 07:47:27 PST 2017,Fri Feb 10 07:51:26 PST 2017,Fri Feb 10 10:51:26 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,239,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square with dots,cookie,cube,square,cookie,cube,cylinder,sphere,triange,cookie,cube,open circle,cylinder,sun,non-arrow line,wave,triangle,rectangle,star,longer ribbon,sun,sun,flat line,star,smallest line,line without arrow,smaller triangle,triangle,narrow rectangle,arc,flat line,ribbon,star,arc without arrow,square,solid circle,triange,triangle with dots,arc without arrow,triangle,sun,1;1;4;1;4;2;1;1;2;3;3;2;3;1;2;3;2;3;2;1;3;1;3;1;2;3;1;3;3;4;4;1;4;2;4;2;3;2;3;4,ADCB;DBCA;ACBD;CDBA;CADB;DBCA;DACB;DCAB;BACD;ACBD;DCBA;CBDA;CADB;DCBA;CBDA;DBCA;DCBA;CABD;BDCA;DABC;BCAD;ABCD;CBDA;CABD;DBCA;ABDC;BDCA;BADC;ACBD;CDAB;BCAD;BADC;BCAD;BADC;BCDA;ABCD;DBAC;BCDA;DCAB;DBCA,8820;5542;5398;4566;2272;5375;2482;2768;2063;2699;6690;2769;6361;7491;3615;4493;7393;2115;3385;3799;23814;2928;3537;3706;5559;1845;5114;2437;2495;2625;2282;2203;2251;5396;5840;10030;2908;5568;3789;5115,sun,38;27;10;40;17;9;6;11;21;39;5;28;35;33;15;23;22;18;31;20;29;24;25;2;4;30;37;26;19;13;36;34;14;1;8;32;3;12;16;7,0,,
3I4E7AFQ2KC63B7XEWPRAJMQ97SJT3,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3DI28L7YXBR06V7POEZSWHMNOA5E1F,5we7w1qj8d,Approved,Fri Feb 10 07:47:48 PST 2017,Fri Feb 10 08:25:44 PST 2017,Fri Feb 10 11:25:44 PST 2017,Fri Feb 10 09:51:23 PST 2017,,,2276,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},plain square,on the shape where the top is larger,cube,line with dots,almost straight simple line,cylendar,mostly full cube,sphere,almost complete circl,cylinder,cube,cloud,cylendar,sun,line,triangle,triangle,fat oval,hexagon,oval,spiral,arrow,arrow,circle,cloud,arrow,large triangle,triangle,half triangle,rectangle,spiral,spiral,arrow,star,circle,square,triangle,triangle,on the simple line,circle,sun,4;3;2;3;2;2;4;1;2;4;3;3;1;2;4;3;1;4;2;1;3;1;2;1;1;4;3;1;2;3;3;2;1;2;3;2;2;2;2;3,CDAB;DCAB;BACD;DBCA;ADBC;BADC;CDBA;BDAC;BDCA;ADBC;DABC;ADCB;DBCA;BDAC;ADBC;DCAB;CBDA;ADBC;ADBC;DABC;ABCD;CDBA;ABCD;DBAC;CBDA;CDBA;BCAD;DBAC;CBAD;ADCB;CDAB;ACDB;ACDB;ADCB;BACD;CADB;DABC;ADCB;DCBA;BADC,37640;15813;2282;3159;3279;3575;10343;9159;5835;3744;2612;4124;3834;2362;9202;2436;4337;6357;9484;2828;4340;7327;2709;2937;1687;1800;2590;3209;2221;2563;4545;9187;2915;3989;12489;2070;5224;9617;3136;5284,sun,10;8;4;14;27;3;17;2;12;6;34;25;5;30;19;7;24;33;1;23;28;35;38;32;31;21;37;11;39;40;16;15;20;22;18;29;26;13;9;36,0,,
3I4E7AFQ2KC63B7XEWPRAJMQ97SJT3,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3GA6AFUKOP1808C61JLH5DYXEABH3Q,v59ioc1ym2,Approved,Fri Feb 10 07:47:31 PST 2017,Fri Feb 10 08:03:03 PST 2017,Fri Feb 10 11:03:03 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,932,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,Thank you!,{},square with dots,triangle,circle with 4 dots,dotted segment,arrow,full cylinder,cylinder,cyclone,triangle,full cylinder,full cylinder,squiggly line,cylinder,arrow,arrow,leaf,square,thin circle,circle,cookie,short cylinder,thin line,part of an octagon,star,square,cookie,line,square,rectangle,tall rectangle,small cylinder,small cylinder,sun,trinagle,line,circle,triangle,triangle with dots,curved arrow,line segment,sun,1;4;1;4;4;2;1;2;3;1;4;3;2;2;2;4;2;4;1;1;2;2;3;2;4;2;3;2;4;4;3;4;3;1;1;2;4;1;4;1,DABC;DBAC;ABDC;BACD;ADCB;DABC;BACD;BADC;CADB;CDAB;ACBD;BADC;CADB;ACBD;DBCA;ACBD;CADB;ACDB;ABCD;ABCD;DBAC;CDAB;CDAB;CBDA;ACDB;CBAD;ADCB;CBAD;DABC;DACB;CABD;DACB;BCDA;BADC;CADB;DCAB;BACD;ADCB;ABCD;DCBA,2671;4278;8072;2313;2799;3039;4253;8723;6129;2510;3353;3287;3359;7680;6194;2968;3254;2600;8737;111002;3219;10760;5217;16971;4387;27761;16938;4638;231271;6256;4097;9855;4136;8217;4824;35304;5928;4729;10022;3838,sun,30;22;28;39;31;40;15;19;27;33;4;6;24;16;21;13;17;34;20;9;5;23;35;8;38;12;7;32;3;1;37;2;10;36;14;26;25;29;11;18,0,,
3I4E7AFQ2KC63B7XEWPRAJMQ97SJT3,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3QHK8ZVMINVFPZZ97XFLFOPGJJXBLI,r25yewhhc9,Approved,Fri Feb 10 07:47:27 PST 2017,Fri Feb 10 09:00:09 PST 2017,Fri Feb 10 12:00:09 PST 2017,Fri Feb 10 09:51:24 PST 2017,,,4362,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle,square,circle with one dot,hypen,curved line,tornado,box that is more full,tornado,line,crooked line,less full cylinder,zig zagged line,line,arrow,arrow,big square,triangle,small oval,line,small tornado,sun,arrow,straight line,diamond,smallest line,arrow,square,hypen,line,sun,tornado,tornado,thin line,triangle,line without an arrow,circle with dots,diamond,square,triangle,line,sun,2;4;4;4;1;3;2;3;3;2;1;4;4;4;4;4;3;1;4;4;2;2;1;1;4;1;4;3;2;4;4;2;2;4;3;4;2;2;4;1,ADBC;ADCB;CDBA;BCAD;DABC;DBAC;CADB;ACBD;CDAB;CDBA;CDBA;ABCD;CDBA;ADCB;DCAB;CBDA;DBCA;ADCB;ADCB;DCBA;BDAC;DABC;BACD;ADCB;DBCA;ADBC;CBDA;BDCA;ADBC;ACDB;CADB;BADC;ADCB;DACB;DBCA;ADBC;BDAC;DBAC;ABDC;BDCA,5891;6419;71302;2576;4123;7029;2622;2098;12960;1984;5328;1903;3232;1843;1610;4227;3455;11737;5255;3087;47745;1536;2384;2704;1744;1664;6304;1776;2751;3505;1551;3200;4176;5568;2559;8881;1744;19040;3631;2256,sun,37;11;40;23;18;1;16;28;15;8;31;24;27;9;20;3;33;14;29;39;19;36;7;6;38;26;17;4;10;34;32;13;5;25;12;2;21;22;35;30,0,,
3DFYDSXB2WDL3OMME1F1FF8SSLZJUU,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,34V1S5K3GTEEILH5M9VNZZCT5O596Y,qnmsdxgmg3,Approved,Fri Feb 10 07:47:46 PST 2017,Fri Feb 10 08:07:50 PST 2017,Fri Feb 10 11:07:50 PST 2017,Fri Feb 10 09:51:22 PST 2017,,,1204,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},5 dot lego square,lego,lego,broken circle,cookioe,ribbon,curve line,square,small gap circle,line going up on the left,filled cube,squiggle line,cube,long line,small line,square,small square,fat oval,oval,long cylinder,sun,fat linie,small line,line,long line,arrow,square,widen line,rectangle,10 percent full,line,cylinder,line the color of sun,curve line,line,line triangle,dot star,cookie,the triangle,diagonal arrows,sun,1;4;4;1;3;3;3;3;3;4;4;1;3;4;3;2;1;1;2;2;1;1;1;2;1;2;2;3;1;1;1;2;2;4;1;3;3;1;4;1,BADC;BCAD;CDAB;ACBD;DCAB;CDBA;DBAC;BCAD;DBAC;ADBC;DACB;ACDB;BACD;BDAC;CDBA;BACD;BDCA;CBAD;ADBC;ADBC;DABC;BDCA;CADB;DCAB;ABDC;DCBA;DBCA;BCAD;ABCD;DABC;CBDA;BADC;ACDB;ABDC;DCBA;CABD;ABCD;ABCD;ADCB;ACDB,23370;13560;5247;9851;4719;6074;5368;4054;3273;4953;3857;8633;8816;7608;4242;6711;3873;7440;4562;34696;3978;5240;8034;7503;9666;7225;4591;5218;5590;11875;2510;4479;509550;5215;5775;3432;4673;11081;5993;4471,sun,18;39;8;35;7;5;15;20;10;14;16;17;36;6;21;30;40;25;23;22;32;33;2;13;34;9;29;12;3;4;28;11;31;19;38;26;37;1;27;24,0,,
3DFYDSXB2WDL3OMME1F1FF8SSLZJUU,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,373ERPL3YPLQOJO3C3321U41VIMTRG,te9v9wzvaw,Approved,Fri Feb 10 07:52:49 PST 2017,Fri Feb 10 08:15:43 PST 2017,Fri Feb 10 11:15:43 PST 2017,Fri Feb 10 09:51:22 PST 2017,,,1374,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square with smooth surface,triangle,most textured circle,diagonal line,straight line with a slight curve,diagonal line with arrows,cylinder,circle,horizontal line,angled line,cyclone,partial triangle,square,sun,no-arrow horizontal line,smallest square,square,rectangle,oval,cookie shape,sun,right pointing arrow,non-arrow angled line,right pointing arrow,cloud,right pointing arrow,square,triangle,thickest rectangle,rectangle,shortest cylinder,star shape,thickest line without the arrow,triangle,square,spotted circle,triangle,circle,curved line without the arrow,diagonal line,sun shape,4;2;1;4;1;2;3;1;3;1;4;3;1;3;2;3;3;1;3;2;3;1;4;2;2;2;3;3;2;2;3;2;2;2;1;2;4;4;1;4,CDBA;ACDB;BCAD;DBCA;ABCD;ADCB;ABCD;BCAD;BADC;DACB;ACDB;DCBA;ABDC;BADC;ADBC;CDBA;CADB;BCDA;BDCA;ADBC;CADB;CDAB;ACBD;BDAC;DACB;BCDA;BACD;BCDA;ABDC;BDAC;BACD;BDAC;BCDA;CADB;DCBA;CDBA;ACDB;CBAD;BDCA;DBCA,34501;15901;19263;34270;10031;6256;12904;27872;30990;17280;7279;4495;11983;8640;14111;21336;39039;5016;6064;3103;17687;2241;7758;2431;118020;6968;7792;7272;4360;13975;20640;10191;3048;5063;1840;20872;9727;4192;6783;3624,sun,38;32;14;13;34;15;36;19;8;27;20;26;25;30;10;18;1;40;16;24;29;21;17;28;39;31;37;2;4;11;3;35;6;12;7;22;5;9;23;33,0,,
3DFYDSXB2WDL3OMME1F1FF8SSLZJUU,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,37Z929RLGAL2PYOGRS37R49XHK5TS4,0j6felbdva,Approved,Fri Feb 10 07:47:44 PST 2017,Fri Feb 10 07:51:08 PST 2017,Fri Feb 10 10:51:08 PST 2017,Fri Feb 10 08:04:53 PST 2017,,,204,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},bumpy square,square,cube,square,slight curved line,tornado,empty glass,circle,tornado,arrow,full glass,curvy line,cloud,short line,arrow,big square,square,square,rectangle,small tornado,dome,sun,pointed arrow,circle,short line,circle,square,ribbon,thin rectangle,square,small dome,dome,arrow,loop arrow,circle,blank circle,triangle,bumpy triangle,triangle,triangle,sun,1;4;2;2;4;2;1;3;2;2;3;2;1;4;2;3;4;2;1;3;4;2;1;2;2;1;4;2;3;3;4;4;2;4;4;3;4;1;2;3,ACBD;BCDA;DACB;BACD;BDCA;ADBC;ABCD;CADB;DABC;CBAD;ACDB;CDBA;DCAB;ACDB;ACDB;ABDC;BCAD;BCAD;BCDA;DBAC;BDAC;ABDC;DCAB;BADC;BDAC;DACB;ADCB;DACB;ABDC;CABD;CBAD;DCAB;ACBD;ACBD;ACDB;CDAB;CADB;ACDB;ADBC;DBCA,12171;6082;6589;12893;2708;5997;3939;3022;4162;3103;3914;2644;2194;8108;2106;4614;2591;4849;15529;6585;5853;2222;2510;4241;2431;4397;2595;2006;2679;2013;1841;2368;2400;4868;2109;1825;2207;2091;1669;2849,sun,22;7;19;3;31;2;23;25;27;29;15;24;11;5;33;1;21;4;32;38;13;18;14;35;10;34;26;20;37;9;28;30;6;36;12;8;16;17;39;40,0,,
3DFYDSXB2WDL3OMME1F1FF8SSLZJUU,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,39N5ACM9HF0MSRZA15UW5Z3A0TVP9K,xc4vmdptei,Approved,Fri Feb 10 07:47:35 PST 2017,Fri Feb 10 08:32:40 PST 2017,Fri Feb 10 11:32:40 PST 2017,Fri Feb 10 09:51:22 PST 2017,,,2705,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},cylinder,square,circle,line with dots,circle,cylinder,square,square,triangle,oval,star,half triangle,cloud,arrow,arrow,swirl,line,half square,pentagon,large swirl,square,sun,line,circle,cloud,circle,line,triangle,skinny rectangle,oval,cylinder,cloud,bold line,triangle,line,circle,star,triangle,arrow,triangle,sun,3;2;4;4;4;3;4;2;2;2;4;3;3;2;4;2;2;3;1;3;2;2;3;4;3;4;1;4;3;3;3;4;3;2;4;1;1;3;1;1,CBAD;ACDB;BDAC;BDAC;CDAB;DACB;BCAD;ADBC;ADBC;BDCA;DABC;ACDB;DABC;BCDA;BCAD;ABCD;BCDA;CABD;CBDA;DBAC;CBDA;DACB;ABDC;BADC;CABD;DCAB;CBDA;DCAB;DCAB;CADB;BCAD;CBDA;ABCD;ABCD;CADB;CADB;ADBC;BDCA;CDAB;ACDB,23293;9077;4493;9197;3460;2677;2723;11156;2184;2266;2316;2727;1563;2651;5872;2234;1665;2621;2683;12673;9914;4827;9976;2763;3679;4728;3701;2841;1932;2237;4199;6275;2447;3455;2027;2724;2740;3303;2419;2211,sun,30;13;8;7;37;34;31;2;20;38;28;17;29;14;26;19;6;10;4;40;15;39;27;5;1;35;9;23;33;22;25;12;36;11;3;16;18;24;32;21,0,,
3DFYDSXB2WDL3OMME1F1FF8SSLZJUU,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3K5TEWLKGWOS8CP9RB98OKRV57JVIU,1fnuiymx8w,Approved,Fri Feb 10 07:47:50 PST 2017,Fri Feb 10 07:58:12 PST 2017,Fri Feb 10 10:58:12 PST 2017,Fri Feb 10 08:04:53 PST 2017,,,622,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},cylinder,oval,textured circle with 4 dots,line,curved line,cube,full cube,spher,full circle,oval,less full cylinder,half circle,cloud,right arrow,star,wavy line,wave,rectangle,star,larger tornado,tornado,right arrow,angle with no arrow,circle,longer line with no arrow,line with arrow,line,wavy thick line,half triangle,oval,small cylinder,cylinder,thick line with arrow,triangle,circle,plain circle,star,textured triangle,curved line with arrow,plain square,sun,3;1;1;4;4;3;1;2;4;3;4;3;4;1;4;3;1;3;4;3;2;3;3;3;2;3;1;1;2;3;1;2;3;4;3;1;4;1;2;3,BACD;ACBD;CDAB;DCBA;BADC;ABCD;ADBC;BADC;ABCD;ACDB;DCBA;BCAD;CABD;BACD;BCDA;ADCB;CDAB;DCAB;CBAD;ABCD;BACD;ADCB;CDBA;CABD;BCDA;CBDA;DACB;BADC;ADCB;ACDB;BACD;CADB;CDBA;BDAC;CADB;ACDB;DCBA;BCAD;BACD;BDCA,8811;4822;6096;3570;3254;4745;2486;3559;3088;40548;5796;3398;2200;3800;2839;1952;2679;4935;8344;10088;1984;2784;6367;4199;39973;3073;5840;6520;4466;2144;3414;54320;6496;4960;1808;4256;2240;2432;5341;7227,sun,7;5;38;35;1;29;36;16;2;17;14;24;12;21;40;26;23;3;27;34;33;18;8;9;15;4;13;31;39;20;32;28;11;30;22;25;6;10;37;19,0,,
38O9DZ0A6200VHYDBYB60S8VNOV26O,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,30BUDKLTXE8ZUD88P114Z7Z40QAE5X,ouxwois1y6,Approved,Fri Feb 10 07:47:34 PST 2017,Fri Feb 10 07:50:26 PST 2017,Fri Feb 10 10:50:26 PST 2017,Fri Feb 10 08:04:52 PST 2017,,,172,100% (3/3),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle,trapezoid,circle with one dot,square,almost straight line,cylinder,full cube,square,triangle,arrow,full cylinder,wavy line,cube,long line,star,small square,square,narrow oval,pentagon,small curly line,empty square,sun,bent arrow,thick line,cloud,arrow,line,square,triangle bit,sun,tall cylinder,cloud,thick line,curved arrow,right arrow,square,square,triangle,triangle,triangle,sun,2;4;2;2;2;1;4;3;2;4;1;2;1;2;4;2;2;2;1;2;1;3;4;2;4;4;4;4;3;1;3;2;3;1;3;4;1;3;1;2,CABD;BDAC;DCBA;BADC;BCAD;DBAC;BCDA;CABD;BDAC;BACD;CBDA;BACD;ACBD;BCAD;CDAB;ACDB;CADB;BCDA;DACB;BADC;DCBA;BDCA;DCAB;CABD;BDCA;BDCA;CABD;DBAC;BDAC;BADC;ACBD;BDCA;ADBC;DCAB;ABDC;ADCB;CADB;BCDA;CDAB;CABD,7842;9994;2856;2649;2309;3596;2676;3883;3060;1663;4095;2257;4611;3881;2332;2587;5854;3220;3121;2145;3043;1887;2366;3513;3614;2021;3008;1880;2223;2928;3046;2033;2660;4284;2656;3358;1966;2023;2678;2057,sun,22;28;40;38;33;19;20;27;34;29;11;16;13;26;24;21;10;30;17;8;25;5;15;35;23;39;32;31;2;12;14;6;3;4;9;37;36;1;18;7,0,,
38O9DZ0A6200VHYDBYB60S8VNOV26O,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3B3WTRP3DCFQ0KY4Z7JK9MVHPJ392H,e8p8k9xnqa,Approved,Fri Feb 10 07:47:57 PST 2017,Fri Feb 10 07:51:34 PST 2017,Fri Feb 10 10:51:34 PST 2017,Fri Feb 10 08:04:52 PST 2017,,,217,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},cylinder,box,cicle withone dot in middle,square,arrow,arrow,cylinder,triangle,line,arrow,swirl,horizontal curves,line,longer line,line,triangle,arrow,nonshape,octangle,small swirl,cylinder,thin line,arrow,circle,arrow,arrow,small triangle,square,thick rectangle,sun,swirl,star,thick line,triangle,line,square,triangle,triangle with dots,triangle,dotted square,sun,3;4;2;4;2;2;1;3;1;2;1;2;2;3;2;1;3;2;3;4;1;1;2;4;3;4;4;2;4;3;2;2;4;1;1;4;2;4;1;1,ABCD;DBAC;DACB;DCBA;DACB;CDAB;CADB;BCAD;CDAB;ABDC;CDBA;DBAC;ACBD;BACD;BCDA;BCDA;DCBA;BCDA;CBAD;DCAB;CDAB;BCAD;CABD;CBDA;CDBA;BACD;BACD;BCAD;CABD;ADBC;CDAB;BDAC;DCBA;ADCB;DCBA;DCAB;ACDB;CABD;BCAD;CABD,26114;6099;4399;4134;3754;2397;8372;3158;8456;2536;3038;2690;2630;6110;6553;2927;7268;1787;2120;7223;2041;6494;4418;8503;3535;5152;3922;4014;2478;2967;2007;5165;5787;2298;2340;3346;3528;2464;4679;4928,sun,2;12;29;20;13;30;25;23;27;32;4;8;22;26;35;37;1;38;17;9;31;10;15;11;33;7;34;19;16;24;36;3;28;14;6;39;40;18;21;5,0,,
38O9DZ0A6200VHYDBYB60S8VNOV26O,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:54 PST 2017,,,3CTOC39K383MSX8JRVRSU7QSW41J72,4w2u5l47bq,Approved,Fri Feb 10 07:47:30 PST 2017,Fri Feb 10 07:52:43 PST 2017,Fri Feb 10 10:52:43 PST 2017,Fri Feb 10 08:04:52 PST 2017,,,313,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square without dots,triangle,circle with one dot,square,circle,cylinder,nearly-full box,spiral,less complete circle,bent line,nearly full cylinder,partial triangle,cloud,longer line,line,larger square,wavy line,thin oval,pentagon,cylinder,cylinder,arrow,straight line,star,longer line,arrow,square,triangle,partial triangle,thin rectangle,line,cylinder,thin line,arrow,arrow,square,square,circle,curved arrow,box with dots,sun,4;2;4;2;2;1;3;2;1;1;1;2;3;2;4;4;4;1;1;3;1;1;1;3;4;4;2;2;2;4;1;2;2;2;3;2;3;1;4;2,ADCB;DCBA;BCDA;ABCD;ACBD;CDBA;BCAD;DCAB;ADBC;BACD;BACD;ADBC;CDBA;BDCA;ADCB;ADCB;ACBD;BDAC;DCAB;CDBA;ADBC;ADBC;CADB;ACDB;BDCA;ADCB;ABCD;CADB;CBDA;ACBD;ADCB;BCAD;DBAC;DABC;BCDA;ADBC;BCDA;DABC;DCAB;DABC,16956;5856;6848;11098;6344;13120;6793;9327;3625;6703;5337;12177;7696;8936;3655;3440;8194;3025;5825;3400;2054;1689;4567;4256;2944;3696;9361;2281;7457;6216;5280;3672;8447;4937;3016;3184;3472;2465;3824;2216,sun,4;20;26;3;9;2;25;15;29;28;5;19;11;14;6;38;24;12;23;18;27;30;1;16;22;10;17;7;36;35;37;39;31;13;32;21;33;40;8;34,0,,
